spectrum_id,model,pool,rank,reciprocal_rank,hit_at_1,hit_at_5,seen_in_axis2,adduct,n_peaks
3,fine_tuned,closed,1,1.0,True,True,True,[M+H]+,4
3,fine_tuned,open,1,1.0,True,True,True,[M+H]+,4
3,frozen,closed,596,0.0016778523489932886,False,False,True,[M+H]+,4
3,frozen,open,5768,0.00017337031900138697,False,False,True,[M+H]+,4
4,fine_tuned,closed,1,1.0,True,True,True,[M+H]+,11
4,fine_tuned,open,1,1.0,True,True,True,[M+H]+,11
4,frozen,closed,2,0.5,False,True,True,[M+H]+,11
4,frozen,open,2,0.5,False,True,True,[M+H]+,11
5,fine_tuned,closed,1,1.0,True,True,True,[M+H]+,3
5,fine_tuned,open,1,1.0,True,True,True,[M+H]+,3
5,frozen,closed,10,0.1,False,False,True,[M+H]+,3
5,frozen,open,19,0.05263157894736842,False,False,True,[M+H]+,3
6,fine_tuned,closed,5,0.2,False,True,True,[M+H]+,1
6,fine_tuned,open,5,0.2,False,True,True,[M+H]+,1
6,frozen,closed,29,0.034482758620689655,False,False,True,[M+H]+,1
6,frozen,open,816,0.0012254901960784314,False,False,True,[M+H]+,1
7,fine_tuned,closed,101,0.009900990099009901,False,False,False,[M-NH3+H]+,2
7,fine_tuned,open,1161,0.0008613264427217916,False,False,False,[M-NH3+H]+,2
7,frozen,closed,560,0.0017857142857142857,False,False,False,[M-NH3+H]+,2
7,frozen,open,5441,0.0001837897445322551,False,False,False,[M-NH3+H]+,2
8,fine_tuned,closed,7,0.14285714285714285,False,False,True,[M+H]+,3
8,fine_tuned,open,7,0.14285714285714285,False,False,True,[M+H]+,3
8,frozen,closed,27,0.037037037037037035,False,False,True,[M+H]+,3
8,frozen,open,276,0.0036231884057971015,False,False,True,[M+H]+,3
9,fine_tuned,closed,411,0.0024330900243309003,False,False,True,[M+NH4]+,1
9,fine_tuned,open,2659,0.000376081233546446,False,False,True,[M+NH4]+,1
9,frozen,closed,14,0.07142857142857142,False,False,True,[M+NH4]+,1
9,frozen,open,385,0.0025974025974025974,False,False,True,[M+NH4]+,1
10,fine_tuned,closed,11,0.09090909090909091,False,False,False,[M+H]+,4
10,fine_tuned,open,11,0.09090909090909091,False,False,False,[M+H]+,4
10,frozen,closed,23,0.043478260869565216,False,False,False,[M+H]+,4
10,frozen,open,362,0.0027624309392265192,False,False,False,[M+H]+,4
11,fine_tuned,closed,9,0.1111111111111111,False,False,True,[M+H]+,3
11,fine_tuned,open,9,0.1111111111111111,False,False,True,[M+H]+,3
11,frozen,closed,39,0.02564102564102564,False,False,True,[M+H]+,3
11,frozen,open,1348,0.000741839762611276,False,False,True,[M+H]+,3
12,fine_tuned,closed,9,0.1111111111111111,False,False,True,[M+H]+,4
12,fine_tuned,open,9,0.1111111111111111,False,False,True,[M+H]+,4
12,frozen,closed,25,0.04,False,False,True,[M+H]+,4
12,frozen,open,1175,0.000851063829787234,False,False,True,[M+H]+,4
13,fine_tuned,closed,22,0.045454545454545456,False,False,True,[M-2H2O+H]+,1
13,fine_tuned,open,383,0.0026109660574412533,False,False,True,[M-2H2O+H]+,1
13,frozen,closed,362,0.0027624309392265192,False,False,True,[M-2H2O+H]+,1
13,frozen,open,5634,0.0001774937877174299,False,False,True,[M-2H2O+H]+,1
14,fine_tuned,closed,298,0.003355704697986577,False,False,True,[M+Na]+,16
14,fine_tuned,open,1501,0.0006662225183211193,False,False,True,[M+Na]+,16
14,frozen,closed,82,0.012195121951219513,False,False,True,[M+Na]+,16
14,frozen,open,3212,0.00031133250311332503,False,False,True,[M+Na]+,16
15,fine_tuned,closed,1,1.0,True,True,True,[M+H]+,14
15,fine_tuned,open,1,1.0,True,True,True,[M+H]+,14
15,frozen,closed,8,0.125,False,False,True,[M+H]+,14
15,frozen,open,123,0.008130081300813009,False,False,True,[M+H]+,14
16,fine_tuned,closed,32,0.03125,False,False,False,[M+NH4]+,1
16,fine_tuned,open,968,0.0010330578512396695,False,False,False,[M+NH4]+,1
16,frozen,closed,458,0.002183406113537118,False,False,False,[M+NH4]+,1
16,frozen,open,3353,0.00029824038174768865,False,False,False,[M+NH4]+,1
17,fine_tuned,closed,427,0.00234192037470726,False,False,True,[M+Na]+,1
17,fine_tuned,open,3130,0.0003194888178913738,False,False,True,[M+Na]+,1
17,frozen,closed,377,0.002652519893899204,False,False,True,[M+Na]+,1
17,frozen,open,1787,0.0005595970900951316,False,False,True,[M+Na]+,1
18,fine_tuned,closed,170,0.0058823529411764705,False,False,True,[M+Na]+,2
18,fine_tuned,open,2726,0.00036683785766691124,False,False,True,[M+Na]+,2
18,frozen,closed,95,0.010526315789473684,False,False,True,[M+Na]+,2
18,frozen,open,226,0.004424778761061947,False,False,True,[M+Na]+,2
19,fine_tuned,closed,5,0.2,False,True,True,[M+H]+,6
19,fine_tuned,open,5,0.2,False,True,True,[M+H]+,6
19,frozen,closed,41,0.024390243902439025,False,False,True,[M+H]+,6
19,frozen,open,1018,0.0009823182711198428,False,False,True,[M+H]+,6
20,fine_tuned,closed,1,1.0,True,True,True,[M+H]+,1
20,fine_tuned,open,1,1.0,True,True,True,[M+H]+,1
20,frozen,closed,2,0.5,False,True,True,[M+H]+,1
20,frozen,open,111,0.009009009009009009,False,False,True,[M+H]+,1
21,fine_tuned,closed,5,0.2,False,True,True,[M+Na]+,3
21,fine_tuned,open,588,0.0017006802721088435,False,False,True,[M+Na]+,3
21,frozen,closed,202,0.0049504950495049506,False,False,True,[M+Na]+,3
21,frozen,open,440,0.0022727272727272726,False,False,True,[M+Na]+,3
22,fine_tuned,closed,1,1.0,True,True,True,[M+H]+,3
22,fine_tuned,open,1,1.0,True,True,True,[M+H]+,3
22,frozen,closed,41,0.024390243902439025,False,False,True,[M+H]+,3
22,frozen,open,2054,0.0004868549172346641,False,False,True,[M+H]+,3
23,fine_tuned,closed,1,1.0,True,True,True,[M+H]+,11
23,fine_tuned,open,1,1.0,True,True,True,[M+H]+,11
23,frozen,closed,10,0.1,False,False,True,[M+H]+,11
23,frozen,open,102,0.00980392156862745,False,False,True,[M+H]+,11
24,fine_tuned,closed,7,0.14285714285714285,False,False,True,[M+H]+,1
24,fine_tuned,open,7,0.14285714285714285,False,False,True,[M+H]+,1
24,frozen,closed,570,0.0017543859649122807,False,False,True,[M+H]+,1
24,frozen,open,5652,0.00017692852087756547,False,False,True,[M+H]+,1
26,fine_tuned,closed,136,0.007352941176470588,False,False,True,[M+H]+,3
26,fine_tuned,open,138,0.007246376811594203,False,False,True,[M+H]+,3
26,frozen,closed,364,0.0027472527472527475,False,False,True,[M+H]+,3
26,frozen,open,3322,0.00030102347983142685,False,False,True,[M+H]+,3
27,fine_tuned,closed,1,1.0,True,True,True,[M+H]+,3
27,fine_tuned,open,1,1.0,True,True,True,[M+H]+,3
27,frozen,closed,335,0.0029850746268656717,False,False,True,[M+H]+,3
27,frozen,open,1810,0.0005524861878453039,False,False,True,[M+H]+,3
28,fine_tuned,closed,1,1.0,True,True,True,[M+H]+,3
28,fine_tuned,open,1,1.0,True,True,True,[M+H]+,3
28,frozen,closed,193,0.0051813471502590676,False,False,True,[M+H]+,3
28,frozen,open,3485,0.00028694404591104734,False,False,True,[M+H]+,3
29,fine_tuned,closed,142,0.007042253521126761,False,False,True,[M-H2O+H]+,1
29,fine_tuned,open,1698,0.0005889281507656066,False,False,True,[M-H2O+H]+,1
29,frozen,closed,171,0.005847953216374269,False,False,True,[M-H2O+H]+,1
29,frozen,open,466,0.002145922746781116,False,False,True,[M-H2O+H]+,1
30,fine_tuned,closed,417,0.002398081534772182,False,False,True,[M-H2O+H]+,1
30,fine_tuned,open,3662,0.00027307482250136535,False,False,True,[M-H2O+H]+,1
30,frozen,closed,436,0.0022935779816513763,False,False,True,[M-H2O+H]+,1
30,frozen,open,4998,0.00020008003201280514,False,False,True,[M-H2O+H]+,1
31,fine_tuned,closed,396,0.0025252525252525255,False,False,True,[M-H2O+H]+,1
31,fine_tuned,open,3454,0.00028951939779965256,False,False,True,[M-H2O+H]+,1
31,frozen,closed,575,0.0017391304347826088,False,False,True,[M-H2O+H]+,1
31,frozen,open,6067,0.00016482610845557937,False,False,True,[M-H2O+H]+,1
32,fine_tuned,closed,11,0.09090909090909091,False,False,True,[M-NH3+H]+,2
32,fine_tuned,open,11,0.09090909090909091,False,False,True,[M-NH3+H]+,2
32,frozen,closed,413,0.002421307506053269,False,False,True,[M-NH3+H]+,2
32,frozen,open,3374,0.0002963841138114997,False,False,True,[M-NH3+H]+,2
33,fine_tuned,closed,1,1.0,True,True,True,[M-H2O+H]+,2
33,fine_tuned,open,1,1.0,True,True,True,[M-H2O+H]+,2
33,frozen,closed,463,0.0021598272138228943,False,False,True,[M-H2O+H]+,2
33,frozen,open,3859,0.0002591344908007256,False,False,True,[M-H2O+H]+,2
34,fine_tuned,closed,10,0.1,False,False,True,[M-NH3+H]+,4
34,fine_tuned,open,10,0.1,False,False,True,[M-NH3+H]+,4
34,frozen,closed,305,0.003278688524590164,False,False,True,[M-NH3+H]+,4
34,frozen,open,2843,0.00035174111853675694,False,False,True,[M-NH3+H]+,4
35,fine_tuned,closed,28,0.03571428571428571,False,False,True,[M-NH3+H]+,1
35,fine_tuned,open,34,0.029411764705882353,False,False,True,[M-NH3+H]+,1
35,frozen,closed,11,0.09090909090909091,False,False,True,[M-NH3+H]+,1
35,frozen,open,28,0.03571428571428571,False,False,True,[M-NH3+H]+,1
36,fine_tuned,closed,2,0.5,False,True,True,[M-NH3+H]+,2
36,fine_tuned,open,2,0.5,False,True,True,[M-NH3+H]+,2
36,frozen,closed,326,0.003067484662576687,False,False,True,[M-NH3+H]+,2
36,frozen,open,3660,0.000273224043715847,False,False,True,[M-NH3+H]+,2
37,fine_tuned,closed,2,0.5,False,True,True,[M-NH3+H]+,2
37,fine_tuned,open,2,0.5,False,True,True,[M-NH3+H]+,2
37,frozen,closed,516,0.001937984496124031,False,False,True,[M-NH3+H]+,2
37,frozen,open,4638,0.00021561017680034498,False,False,True,[M-NH3+H]+,2
38,fine_tuned,closed,1,1.0,True,True,True,[M+H]+,4
38,fine_tuned,open,1,1.0,True,True,True,[M+H]+,4
38,frozen,closed,202,0.0049504950495049506,False,False,True,[M+H]+,4
38,frozen,open,2208,0.0004528985507246377,False,False,True,[M+H]+,4
39,fine_tuned,closed,1,1.0,True,True,True,[M+H]+,1
39,fine_tuned,open,1,1.0,True,True,True,[M+H]+,1
39,frozen,closed,1,1.0,True,True,True,[M+H]+,1
39,frozen,open,3,0.3333333333333333,False,True,True,[M+H]+,1
40,fine_tuned,closed,3,0.3333333333333333,False,True,True,[M+H]+,2
40,fine_tuned,open,3,0.3333333333333333,False,True,True,[M+H]+,2
40,frozen,closed,208,0.004807692307692308,False,False,True,[M+H]+,2
40,frozen,open,2889,0.00034614053305642093,False,False,True,[M+H]+,2
41,fine_tuned,closed,3,0.3333333333333333,False,True,True,[M+H]+,2
41,fine_tuned,open,3,0.3333333333333333,False,True,True,[M+H]+,2
41,frozen,closed,540,0.001851851851851852,False,False,True,[M+H]+,2
41,frozen,open,4935,0.00020263424518743666,False,False,True,[M+H]+,2
42,fine_tuned,closed,473,0.0021141649048625794,False,False,True,[M-2H2O+H]+,4
42,fine_tuned,open,2740,0.000364963503649635,False,False,True,[M-2H2O+H]+,4
42,frozen,closed,501,0.001996007984031936,False,False,True,[M-2H2O+H]+,4
42,frozen,open,3756,0.00026624068157614486,False,False,True,[M-2H2O+H]+,4
43,fine_tuned,closed,1,1.0,True,True,True,[M+H]+,5
43,fine_tuned,open,1,1.0,True,True,True,[M+H]+,5
43,frozen,closed,116,0.008620689655172414,False,False,True,[M+H]+,5
43,frozen,open,124,0.008064516129032258,False,False,True,[M+H]+,5
45,fine_tuned,closed,4,0.25,False,True,True,[M+H]+,2
45,fine_tuned,open,4,0.25,False,True,True,[M+H]+,2
45,frozen,closed,394,0.0025380710659898475,False,False,True,[M+H]+,2
45,frozen,open,2477,0.0004037141703673799,False,False,True,[M+H]+,2
46,fine_tuned,closed,1,1.0,True,True,True,[M+H]+,7
46,fine_tuned,open,1,1.0,True,True,True,[M+H]+,7
46,frozen,closed,375,0.0026666666666666666,False,False,True,[M+H]+,7
46,frozen,open,2585,0.00038684719535783365,False,False,True,[M+H]+,7
47,fine_tuned,closed,1,1.0,True,True,True,[M+H]+,3
47,fine_tuned,open,1,1.0,True,True,True,[M+H]+,3
47,frozen,closed,471,0.0021231422505307855,False,False,True,[M+H]+,3
47,frozen,open,3891,0.00025700334104343357,False,False,True,[M+H]+,3
48,fine_tuned,closed,27,0.037037037037037035,False,False,True,[M-NH3+H]+,2
48,fine_tuned,open,29,0.034482758620689655,False,False,True,[M-NH3+H]+,2
48,frozen,closed,162,0.006172839506172839,False,False,True,[M-NH3+H]+,2
48,frozen,open,560,0.0017857142857142857,False,False,True,[M-NH3+H]+,2
49,fine_tuned,closed,55,0.01818181818181818,False,False,True,[M-NH3+H]+,2
49,fine_tuned,open,63,0.015873015873015872,False,False,True,[M-NH3+H]+,2
49,frozen,closed,401,0.0024937655860349127,False,False,True,[M-NH3+H]+,2
49,frozen,open,3566,0.00028042624789680314,False,False,True,[M-NH3+H]+,2
50,fine_tuned,closed,286,0.0034965034965034965,False,False,True,[M-H2O+H]+,2
50,fine_tuned,open,540,0.001851851851851852,False,False,True,[M-H2O+H]+,2
50,frozen,closed,354,0.002824858757062147,False,False,True,[M-H2O+H]+,2
50,frozen,open,1972,0.0005070993914807302,False,False,True,[M-H2O+H]+,2
51,fine_tuned,closed,268,0.0037313432835820895,False,False,True,[M-H2O+H]+,2
51,fine_tuned,open,484,0.002066115702479339,False,False,True,[M-H2O+H]+,2
51,frozen,closed,455,0.002197802197802198,False,False,True,[M-H2O+H]+,2
51,frozen,open,4031,0.00024807740014884643,False,False,True,[M-H2O+H]+,2
52,fine_tuned,closed,344,0.0029069767441860465,False,False,True,[M-2H2O+H]+,1
52,fine_tuned,open,4226,0.000236630383341221,False,False,True,[M-2H2O+H]+,1
52,frozen,closed,273,0.003663003663003663,False,False,True,[M-2H2O+H]+,1
52,frozen,open,721,0.0013869625520110957,False,False,True,[M-2H2O+H]+,1
53,fine_tuned,closed,19,0.05263157894736842,False,False,True,[M-NH3+H]+,1
53,fine_tuned,open,26,0.038461538461538464,False,False,True,[M-NH3+H]+,1
53,frozen,closed,64,0.015625,False,False,True,[M-NH3+H]+,1
53,frozen,open,923,0.0010834236186348862,False,False,True,[M-NH3+H]+,1
54,fine_tuned,closed,2,0.5,False,True,True,[M+H]+,1
54,fine_tuned,open,2,0.5,False,True,True,[M+H]+,1
54,frozen,closed,18,0.05555555555555555,False,False,True,[M+H]+,1
54,frozen,open,158,0.006329113924050633,False,False,True,[M+H]+,1
55,fine_tuned,closed,7,0.14285714285714285,False,False,True,[M+H]+,5
55,fine_tuned,open,7,0.14285714285714285,False,False,True,[M+H]+,5
55,frozen,closed,431,0.002320185614849188,False,False,True,[M+H]+,5
55,frozen,open,4487,0.00022286605749944285,False,False,True,[M+H]+,5
56,fine_tuned,closed,320,0.003125,False,False,True,[M-2H2O+H]+,1
56,fine_tuned,open,802,0.0012468827930174563,False,False,True,[M-2H2O+H]+,1
56,frozen,closed,367,0.0027247956403269754,False,False,True,[M-2H2O+H]+,1
56,frozen,open,2269,0.00044072278536800354,False,False,True,[M-2H2O+H]+,1
57,fine_tuned,closed,1,1.0,True,True,True,[M+H]+,9
57,fine_tuned,open,1,1.0,True,True,True,[M+H]+,9
57,frozen,closed,204,0.004901960784313725,False,False,True,[M+H]+,9
57,frozen,open,422,0.002369668246445498,False,False,True,[M+H]+,9
58,fine_tuned,closed,1,1.0,True,True,True,[M+H]+,7
58,fine_tuned,open,1,1.0,True,True,True,[M+H]+,7
58,frozen,closed,76,0.013157894736842105,False,False,True,[M+H]+,7
58,frozen,open,76,0.013157894736842105,False,False,True,[M+H]+,7
60,fine_tuned,closed,1,1.0,True,True,True,[M+H]+,2
60,fine_tuned,open,1,1.0,True,True,True,[M+H]+,2
60,frozen,closed,439,0.002277904328018223,False,False,True,[M+H]+,2
60,frozen,open,3956,0.0002527805864509606,False,False,True,[M+H]+,2
61,fine_tuned,closed,60,0.016666666666666666,False,False,True,[M+NH4]+,1
61,fine_tuned,open,60,0.016666666666666666,False,False,True,[M+NH4]+,1
61,frozen,closed,1,1.0,True,True,True,[M+NH4]+,1
61,frozen,open,14,0.07142857142857142,False,False,True,[M+NH4]+,1
62,fine_tuned,closed,1,1.0,True,True,True,[M+H]+,1
62,fine_tuned,open,1,1.0,True,True,True,[M+H]+,1
62,frozen,closed,30,0.03333333333333333,False,False,True,[M+H]+,1
62,frozen,open,114,0.008771929824561403,False,False,True,[M+H]+,1
63,fine_tuned,closed,22,0.045454545454545456,False,False,False,[M+H]+,2
63,fine_tuned,open,24,0.041666666666666664,False,False,False,[M+H]+,2
63,frozen,closed,560,0.0017857142857142857,False,False,False,[M+H]+,2
63,frozen,open,5867,0.0001704448610874382,False,False,False,[M+H]+,2
64,fine_tuned,closed,118,0.00847457627118644,False,False,True,[M-H2O+H]+,4
64,fine_tuned,open,165,0.006060606060606061,False,False,True,[M-H2O+H]+,4
64,frozen,closed,365,0.0027397260273972603,False,False,True,[M-H2O+H]+,4
64,frozen,open,3299,0.0003031221582297666,False,False,True,[M-H2O+H]+,4
65,fine_tuned,closed,400,0.0025,False,False,True,[M-H2O+H]+,1
65,fine_tuned,open,1852,0.0005399568034557236,False,False,True,[M-H2O+H]+,1
65,frozen,closed,260,0.0038461538461538464,False,False,True,[M-H2O+H]+,1
65,frozen,open,4009,0.0002494387627837366,False,False,True,[M-H2O+H]+,1
66,fine_tuned,closed,1,1.0,True,True,True,[M+H]+,2
66,fine_tuned,open,1,1.0,True,True,True,[M+H]+,2
66,frozen,closed,350,0.002857142857142857,False,False,True,[M+H]+,2
66,frozen,open,2100,0.0004761904761904762,False,False,True,[M+H]+,2
67,fine_tuned,closed,34,0.029411764705882353,False,False,True,[M-H2O+H]+,1
67,fine_tuned,open,45,0.022222222222222223,False,False,True,[M-H2O+H]+,1
67,frozen,closed,194,0.005154639175257732,False,False,True,[M-H2O+H]+,1
67,frozen,open,844,0.001184834123222749,False,False,True,[M-H2O+H]+,1
69,fine_tuned,closed,10,0.1,False,False,True,[M+H]+,4
69,fine_tuned,open,10,0.1,False,False,True,[M+H]+,4
69,frozen,closed,1,1.0,True,True,True,[M+H]+,4
69,frozen,open,1,1.0,True,True,True,[M+H]+,4
70,fine_tuned,closed,35,0.02857142857142857,False,False,True,[M+NH4]+,3
70,fine_tuned,open,35,0.02857142857142857,False,False,True,[M+NH4]+,3
70,frozen,closed,62,0.016129032258064516,False,False,True,[M+NH4]+,3
70,frozen,open,126,0.007936507936507936,False,False,True,[M+NH4]+,3
71,fine_tuned,closed,1,1.0,True,True,True,[M+H]+,3
71,fine_tuned,open,1,1.0,True,True,True,[M+H]+,3
71,frozen,closed,6,0.16666666666666666,False,False,True,[M+H]+,3
71,frozen,open,12,0.08333333333333333,False,False,True,[M+H]+,3
72,fine_tuned,closed,100,0.01,False,False,True,[M+Na]+,1
72,fine_tuned,open,193,0.0051813471502590676,False,False,True,[M+Na]+,1
72,frozen,closed,564,0.0017730496453900709,False,False,True,[M+Na]+,1
72,frozen,open,5481,0.00018244845831052726,False,False,True,[M+Na]+,1
73,fine_tuned,closed,60,0.016666666666666666,False,False,True,[M+H]+,2
73,fine_tuned,open,60,0.016666666666666666,False,False,True,[M+H]+,2
73,frozen,closed,293,0.0034129692832764505,False,False,True,[M+H]+,2
73,frozen,open,630,0.0015873015873015873,False,False,True,[M+H]+,2
74,fine_tuned,closed,338,0.0029585798816568047,False,False,True,[M-H2O+H]+,2
74,fine_tuned,open,1777,0.0005627462014631402,False,False,True,[M-H2O+H]+,2
74,frozen,closed,327,0.0030581039755351682,False,False,True,[M-H2O+H]+,2
74,frozen,open,856,0.0011682242990654205,False,False,True,[M-H2O+H]+,2
75,fine_tuned,closed,475,0.002105263157894737,False,False,True,[M-2H2O+H]+,2
75,fine_tuned,open,3726,0.00026838432635534085,False,False,True,[M-2H2O+H]+,2
75,frozen,closed,410,0.0024390243902439024,False,False,True,[M-2H2O+H]+,2
75,frozen,open,2618,0.0003819709702062643,False,False,True,[M-2H2O+H]+,2
77,fine_tuned,closed,5,0.2,False,True,True,[M+H]+,2
77,fine_tuned,open,5,0.2,False,True,True,[M+H]+,2
77,frozen,closed,222,0.0045045045045045045,False,False,True,[M+H]+,2
77,frozen,open,3414,0.00029291154071470416,False,False,True,[M+H]+,2
78,fine_tuned,closed,406,0.0024630541871921183,False,False,True,[M+NH4]+,2
78,fine_tuned,open,4546,0.0002199736031676199,False,False,True,[M+NH4]+,2
78,frozen,closed,310,0.0032258064516129032,False,False,True,[M+NH4]+,2
78,frozen,open,1347,0.0007423904974016332,False,False,True,[M+NH4]+,2
79,fine_tuned,closed,32,0.03125,False,False,True,[M-NH3+H]+,2
79,fine_tuned,open,95,0.010526315789473684,False,False,True,[M-NH3+H]+,2
79,frozen,closed,320,0.003125,False,False,True,[M-NH3+H]+,2
79,frozen,open,1476,0.0006775067750677507,False,False,True,[M-NH3+H]+,2
80,fine_tuned,closed,470,0.002127659574468085,False,False,True,[M+Na]+,2
80,fine_tuned,open,4464,0.00022401433691756272,False,False,True,[M+Na]+,2
80,frozen,closed,533,0.001876172607879925,False,False,True,[M+Na]+,2
80,frozen,open,5257,0.00019022256039566293,False,False,True,[M+Na]+,2
81,fine_tuned,closed,9,0.1111111111111111,False,False,True,[M+H]+,5
81,fine_tuned,open,37,0.02702702702702703,False,False,True,[M+H]+,5
81,frozen,closed,77,0.012987012987012988,False,False,True,[M+H]+,5
81,frozen,open,873,0.001145475372279496,False,False,True,[M+H]+,5
82,fine_tuned,closed,22,0.045454545454545456,False,False,True,[M-NH3+H]+,1
82,fine_tuned,open,22,0.045454545454545456,False,False,True,[M-NH3+H]+,1
82,frozen,closed,136,0.007352941176470588,False,False,True,[M-NH3+H]+,1
82,frozen,open,1553,0.000643915003219575,False,False,True,[M-NH3+H]+,1
83,fine_tuned,closed,114,0.008771929824561403,False,False,False,[M-H2O+H]+,2
83,fine_tuned,open,1925,0.0005194805194805195,False,False,False,[M-H2O+H]+,2
83,frozen,closed,208,0.004807692307692308,False,False,False,[M-H2O+H]+,2
83,frozen,open,3829,0.00026116479498563595,False,False,False,[M-H2O+H]+,2
85,fine_tuned,closed,75,0.013333333333333334,False,False,True,[M+H]+,1
85,fine_tuned,open,76,0.013157894736842105,False,False,True,[M+H]+,1
85,frozen,closed,598,0.0016722408026755853,False,False,True,[M+H]+,1
85,frozen,open,6223,0.0001606941989394183,False,False,True,[M+H]+,1
86,fine_tuned,closed,151,0.006622516556291391,False,False,True,[M+NH4]+,2
86,fine_tuned,open,1321,0.000757002271006813,False,False,True,[M+NH4]+,2
86,frozen,closed,396,0.0025252525252525255,False,False,True,[M+NH4]+,2
86,frozen,open,4728,0.00021150592216582064,False,False,True,[M+NH4]+,2
87,fine_tuned,closed,32,0.03125,False,False,True,[M-NH3+H]+,1
87,fine_tuned,open,674,0.001483679525222552,False,False,True,[M-NH3+H]+,1
87,frozen,closed,424,0.0023584905660377358,False,False,True,[M-NH3+H]+,1
87,frozen,open,5448,0.00018355359765051394,False,False,True,[M-NH3+H]+,1
90,fine_tuned,closed,1,1.0,True,True,True,[M+H]+,4
90,fine_tuned,open,1,1.0,True,True,True,[M+H]+,4
90,frozen,closed,6,0.16666666666666666,False,False,True,[M+H]+,4
90,frozen,open,11,0.09090909090909091,False,False,True,[M+H]+,4
91,fine_tuned,closed,279,0.0035842293906810036,False,False,True,[M-H2O+H]+,4
91,fine_tuned,open,455,0.002197802197802198,False,False,True,[M-H2O+H]+,4
91,frozen,closed,94,0.010638297872340425,False,False,True,[M-H2O+H]+,4
91,frozen,open,395,0.002531645569620253,False,False,True,[M-H2O+H]+,4
92,fine_tuned,closed,5,0.2,False,True,True,[M+NH4]+,7
92,fine_tuned,open,5,0.2,False,True,True,[M+NH4]+,7
92,frozen,closed,4,0.25,False,True,True,[M+NH4]+,7
92,frozen,open,4,0.25,False,True,True,[M+NH4]+,7
93,fine_tuned,closed,3,0.3333333333333333,False,True,True,[M+H]+,4
93,fine_tuned,open,3,0.3333333333333333,False,True,True,[M+H]+,4
93,frozen,closed,180,0.005555555555555556,False,False,True,[M+H]+,4
93,frozen,open,4098,0.0002440214738897023,False,False,True,[M+H]+,4
94,fine_tuned,closed,30,0.03333333333333333,False,False,True,[M+H]+,13
94,fine_tuned,open,482,0.002074688796680498,False,False,True,[M+H]+,13
94,frozen,closed,24,0.041666666666666664,False,False,True,[M+H]+,13
94,frozen,open,331,0.0030211480362537764,False,False,True,[M+H]+,13
95,fine_tuned,closed,240,0.004166666666666667,False,False,True,[M-H2O+H]+,9
95,fine_tuned,open,1329,0.0007524454477050414,False,False,True,[M-H2O+H]+,9
95,frozen,closed,409,0.0024449877750611247,False,False,True,[M-H2O+H]+,9
95,frozen,open,3542,0.000282326369282891,False,False,True,[M-H2O+H]+,9
96,fine_tuned,closed,32,0.03125,False,False,True,[M-NH3+H]+,8
96,fine_tuned,open,39,0.02564102564102564,False,False,True,[M-NH3+H]+,8
96,frozen,closed,83,0.012048192771084338,False,False,True,[M-NH3+H]+,8
96,frozen,open,257,0.0038910505836575876,False,False,True,[M-NH3+H]+,8
97,fine_tuned,closed,558,0.0017921146953405018,False,False,True,[M-NH3+H]+,3
97,fine_tuned,open,5876,0.00017018379850238256,False,False,True,[M-NH3+H]+,3
97,frozen,closed,333,0.003003003003003003,False,False,True,[M-NH3+H]+,3
97,frozen,open,2891,0.0003459010722933241,False,False,True,[M-NH3+H]+,3
98,fine_tuned,closed,19,0.05263157894736842,False,False,True,[M+H]+,8
98,fine_tuned,open,22,0.045454545454545456,False,False,True,[M+H]+,8
98,frozen,closed,24,0.041666666666666664,False,False,True,[M+H]+,8
98,frozen,open,74,0.013513513513513514,False,False,True,[M+H]+,8
99,fine_tuned,closed,325,0.003076923076923077,False,False,True,[M+H]+,3
99,fine_tuned,open,4757,0.00021021652301870928,False,False,True,[M+H]+,3
99,frozen,closed,91,0.01098901098901099,False,False,True,[M+H]+,3
99,frozen,open,757,0.001321003963011889,False,False,True,[M+H]+,3
100,fine_tuned,closed,1,1.0,True,True,True,[M+H]+,2
100,fine_tuned,open,1,1.0,True,True,True,[M+H]+,2
100,frozen,closed,119,0.008403361344537815,False,False,True,[M+H]+,2
100,frozen,open,682,0.001466275659824047,False,False,True,[M+H]+,2
101,fine_tuned,closed,14,0.07142857142857142,False,False,True,[M+H]+,2
101,fine_tuned,open,14,0.07142857142857142,False,False,True,[M+H]+,2
101,frozen,closed,253,0.003952569169960474,False,False,True,[M+H]+,2
101,frozen,open,3505,0.0002853067047075606,False,False,True,[M+H]+,2
102,fine_tuned,closed,1,1.0,True,True,True,[M+H]+,9
102,fine_tuned,open,1,1.0,True,True,True,[M+H]+,9
102,frozen,closed,2,0.5,False,True,True,[M+H]+,9
102,frozen,open,4,0.25,False,True,True,[M+H]+,9
103,fine_tuned,closed,272,0.003676470588235294,False,False,True,[M-2H2O+H]+,4
103,fine_tuned,open,3535,0.0002828854314002829,False,False,True,[M-2H2O+H]+,4
103,frozen,closed,130,0.007692307692307693,False,False,True,[M-2H2O+H]+,4
103,frozen,open,2304,0.00043402777777777775,False,False,True,[M-2H2O+H]+,4
104,fine_tuned,closed,387,0.002583979328165375,False,False,True,[M+NH4]+,2
104,fine_tuned,open,2023,0.0004943153732081067,False,False,True,[M+NH4]+,2
104,frozen,closed,223,0.004484304932735426,False,False,True,[M+NH4]+,2
104,frozen,open,507,0.0019723865877712033,False,False,True,[M+NH4]+,2
